order,family,genus,species,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
Sapindales,Sapindaceae,Acer,Acer negundo,NA,28.3498206,44.79586572,10.02481866,29.7327,0.447590254,NA,NA,0.447590254
Sapindales,Sapindaceae,Acer,Acer rubrum,2989.66,17.80857407,58.65691012,14.11947709,21.9339,0.567842634,NA,NA,0.567842634
Asterales,Asteraceae,Achillea,Achillea millefolium,627.23,20.54814349,72.41469295,0.313157943,0.1428,0.23062,NA,NA,0.23062
Lamiales,Lamiaceae,Agastache,Agastache foeniculum,NA,20.03272323,92.59259259,NA,0.2627,NA,NA,NA,NA
Poales,Poaceae,Elymus,Elymus repens,980.81,26.4533809,47.32494786,0.571625874,2.3627,0.271473942,NA,NA,0.271473942
Poales,Poaceae,Elymus,Elymus smithii,775.95,20.12485911,43.24476237,0.606732846,3.5386,0.336075249,NA,NA,0.336075249
Poales,Poaceae,Poa,Poa nemoralis,526.98,22.08030111,28.31129382,0.460794715,0.1326,0.4779,NA,NA,0.4779
Poales,Poaceae,Agrostis,Agrostis scabra,90,11.13552873,102.2146344,0.76,0.0573,NA,0.486068781,0.434319077,0.434319077
Asparagales,Amaryllidaceae,Allium,Allium cernuum,NA,NA,NA,NA,3.85,NA,NA,NA,NA
Asparagales,Amaryllidaceae,Allium,Allium stellatum,NA,31.84,67,NA,1.929,NA,NA,NA,NA
Fagales,Betulaceae,Alnus,Alnus incana,2583.96,33.70232216,55.29773946,9.53491529,0.6649,0.468294779,NA,NA,0.468294779
Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus retroflexus,3379.06,32.54373277,59.98288243,0.464284504,0.3976,NA,0.21734381,0.209758157,0.209758157
Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,650.16,25.5,39.86712755,0.694945832,3.9899,NA,0.214486008,0.208260668,0.208260668
Asterales,Asteraceae,Ambrosia,Ambrosia psilostachya,461.55,20.36165666,69.1759069,0.525378172,6.3926,0.278686743,NA,NA,0.278686743
Rosales,Rosaceae,Amelanchier,Amelanchier alnifolia,964.61,18.2,106.7620663,3.86283244,5.5447,NA,NA,NA,NA
Rosales,Rosaceae,Amelanchier,Amelanchier arborea,718.53,NA,37.76387844,14.22816601,5.67,NA,NA,NA,NA
Rosales,Rosaceae,Amelanchier,Amelanchier spicata,814.25,20.82318419,38.33934222,3.26644707,4,NA,NA,NA,NA
Rosales,Rosaceae,Amelanchier,Amelanchier laevis,1085.83,NA,29.58310484,12.19,22.9474,NA,NA,NA,NA
Rosales,Rosaceae,Amelanchier,Amelanchier sanguinea,NA,NA,NA,3.04,5.395,NA,NA,NA,NA
Fabales,Fabaceae,Amorpha,Amorpha canescens,419.95,23.78395978,68.72297392,0.652660253,1.9072,NA,NA,NA,NA
Fabales,Fabaceae,Amphicarpaea,Amphicarpaea bracteata,1459.35,30.41156639,26.5785543,NA,30.792,NA,NA,NA,NA
Poales,Poaceae,Andropogon,Andropogon gerardi,1354.37,12.03430361,54.13754643,1.356317032,1.9015,0.262383367,NA,NA,0.262383367
Ranunculales,Ranunculaceae,Anemone,Anemone cylindrica,614.21,17.60931572,75.88145286,0.37,0.9153,NA,NA,NA,NA
Ranunculales,Ranunculaceae,Anemone,Anemone patens,800.68,NA,42.20762002,0.197468082,1.96,NA,NA,NA,NA
Ranunculales,Ranunculaceae,Anemone,Anemone quinquefolia,1600.21,15.2996732,27.47850821,0.277275432,1.13,NA,0.150972815,0.174979755,0.174979755
Ranunculales,Ranunculaceae,Anemone,Anemone virginiana,NA,13.8,46.8,NA,1.13,NA,NA,NA,NA
Asterales,Asteraceae,Antennaria,Antennaria parlinii,NA,NA,NA,NA,0.07,NA,NA,NA,NA
Asterales,Asteraceae,Antennaria,Antennaria neglecta,278.08,14.70791148,56.49767406,0.3,0.0693,NA,NA,NA,NA
Asterales,Asteraceae,Antennaria,Antennaria plantaginifolia,NA,NA,NA,NA,0.0735,NA,NA,NA,NA
Gentianales,Apocynaceae,Apocynum,Apocynum androsaemifolium,7156.82,17.2556779,51.59986203,0.735820838,0.2289,NA,0.334554127,0.271176363,0.271176363
Gentianales,Apocynaceae,Apocynum,Apocynum cannabinum,NA,17.24,97.94319295,0.95,0.9519,NA,NA,NA,NA
Ranunculales,Ranunculaceae,Aquilegia,Aquilegia canadensis,NA,NA,NA,0.9,0.5,NA,NA,NA,NA
Brassicales,Brassicaceae,Boechera,Boechera divaricarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassicales,Brassicaceae,Turritis,Turritis glabra,1820.48,29.32776688,37.61616884,0.658829211,0.0618,NA,0.166599084,0.18316792,0.18316792
Brassicales,Brassicaceae,Arabis,Arabis hirsuta,177.46,20,42.89917537,0.37194375,0.0908,NA,0.16,0.17971,0.17971
Apiales,Araliaceae,Aralia,Aralia nudicaulis,4321.2,20.1078031,37.72711021,0.45,5.905,NA,NA,NA,NA
Caryophyllales,Caryophyllaceae,Moehringia,Moehringia lateriflora,132.81,23.24,18.8253012,NA,0.4599,NA,NA,NA,NA
Poales,Poaceae,Aristida,Aristida basiramea,33.02,NA,75.13148009,0.2,NA,NA,NA,NA,NA
Poales,Poaceae,Aristida,Aristida tuberculosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosales,Rosaceae,Aronia,Aronia melanocarpa,1159.95,17.37141111,72.26121486,1.338918128,1.8437,NA,NA,NA,NA
Asterales,Asteraceae,Artemisia,Artemisia ludoviciana,262.21,18.90475139,61.36297928,0.48641546,0.1241,NA,0.311672567,0.259186425,0.259186425
Gentianales,Apocynaceae,Asclepias,Asclepias exaltata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentianales,Apocynaceae,Asclepias,Asclepias incarnata,1575.35,15.9,60.8742443,1.048394575,2.3466,NA,0.227267724,0.214958287,0.214958287
Gentianales,Apocynaceae,Asclepias,Asclepias ovalifolia,1998.26,21.23469162,41.80486612,NA,4.15,NA,NA,NA,NA
Gentianales,Apocynaceae,Asclepias,Asclepias syriaca,6376.17,19.52016511,62.98234491,0.916433603,5.5249,NA,0.195250356,0.198181187,0.198181187
Gentianales,Apocynaceae,Asclepias,Asclepias tuberosa,713.38,24.47777907,50.41300353,0.531013267,6.6079,NA,0.203048777,0.202267559,0.202267559
Gentianales,Apocynaceae,Asclepias,Asclepias verticillata,47.17,16.3,50.19566442,0.4808351,2.1443,NA,0.214193857,0.208107581,0.208107581
Gentianales,Apocynaceae,Asclepias,Asclepias viridiflora,NA,14.74,105.263,0.249255514,4.6,NA,0.2112,0.2065388,0.2065388
Asparagales,Asparagaceae,Asparagus,Asparagus officinalis,13.24,NA,96.69904704,0.783071712,20.5923,NA,0.274954542,0.246849633,0.246849633
Asterales,Asteraceae,Symphyotrichum,Symphyotrichum oolentangiense,921.64,15.79606993,70.92294978,NA,0.17,NA,NA,NA,NA
Asterales,Asteraceae,Symphyotrichum,Symphyotrichum ericoides,95.59,17.315,61.16993761,0.9,0.1095,NA,0.271197147,0.237977305,0.237977305
Asterales,Asteraceae,Symphyotrichum,Symphyotrichum boreale,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asterales,Asteraceae,Symphyotrichum,Symphyotrichum lanceolatum,520.35,11.82,48.97745427,1.333900591,0.45,NA,0.242048911,0.222703629,0.222703629
Asterales,Asteraceae,Eurybia,Eurybia macrophylla,1772.89,18.73328791,26.00406153,1.45,0.56,NA,NA,NA,NA
Asterales,Asteraceae,Symphyotrichum,Symphyotrichum novae-angliae,571.38,24.1,42.68763277,0.884534733,0.5407,NA,0.202533786,0.201997704,0.201997704
Asterales,Asteraceae,Solidago,Solidago ptarmicoides,NA,NA,NA,0.32,0.47,NA,NA,NA,NA
Asterales,Asteraceae,Symphyotrichum,Symphyotrichum puniceum,2583.56,24.9515421,48.64027937,1.155736998,0.3901,NA,0.285024015,0.245222584,0.245222584
Asterales,Asteraceae,Doellingeria,Doellingeria umbellata,2098.1,14.20076605,40.66755425,0.923379393,0.5,NA,0.167703492,0.18374663,0.18374663
Fabales,Fabaceae,Astragalus,Astragalus canadensis,129.4,41.3,69.09469011,0.684051432,1.867,NA,0.263744,0.230160848,0.230160848
Fabales,Fabaceae,Baptisia,Baptisia alba,518.88,22.3,60.18438911,1.48974411,16.2425,0.268478043,NA,NA,0.268478043
Brassicales,Brassicaceae,Barbarea,Barbarea vulgaris,1271.27,NA,33.79277454,0.498966777,0.5997,NA,0.158209198,0.17877162,0.17877162
Brassicales,Brassicaceae,Berteroa,Berteroa incana,152.2,18.76274191,49.6691894,0.444821172,0.597,NA,0.227216733,0.214931568,0.214931568
Fagales,Betulaceae,Betula,Betula alleghaniensis,3174.32,20.95187702,29.13299987,29.04358241,0.8352,0.66,NA,NA,0.66
Fagales,Betulaceae,Betula,Betula papyrifera,2536.38,23.83371477,63.58402842,14.69789012,0.3278,0.559912529,NA,NA,0.559912529
Fagales,Betulaceae,Betula,Betula pumila,245.2,17.51356099,97.05408395,3.489985673,0.2184,NA,NA,NA,NA
Asterales,Asteraceae,Bidens,Bidens cernua,1057.65,NA,45.07283938,0.429288652,1.6488,NA,0.181266116,0.190853445,0.190853445
Asterales,Asteraceae,Bidens,Bidens trichosperma,NA,NA,NA,0.4,3.33,NA,NA,NA,NA
Asterales,Asteraceae,Bidens,Bidens tripartita,2289.45,23.54497856,32.31734098,0.507338078,2.4549,NA,0.145937957,0.172341489,0.172341489
Poales,Poaceae,Bouteloua,Bouteloua curtipendula,618.62,12.65175911,60.11285386,0.567885664,0.8636,NA,0.478802411,0.427866541,0.427866541
Poales,Poaceae,Bouteloua,Bouteloua aristidoides,314.96,15.91592894,79.69615126,0.033166248,0.2948,NA,0.481866016,0.430587022,0.430587022
Poales,Poaceae,Chondrosum,Chondrosum hirsutum,155.25,10.8757694,75.64586106,0.15,0.612,NA,0.385435772,0.344956966,0.344956966
Poales,Poaceae,Bromus,Bromus ciliatus,426.61,12.49587932,37.83291266,0.721318238,3.5325,NA,0.316670605,0.283893497,0.283893497
Poales,Poaceae,Bromus,Bromus inermis,1111.67,20.28454624,53.63954545,0.876594278,2.8865,NA,0.339545667,0.304206553,0.304206553
Poales,Poaceae,Bromus,Bromus kalmii,569.9,NA,47.67353842,1.085913243,2.1723,NA,0.372032787,0.333055115,0.333055115
Poales,Poaceae,Bromus,Bromus tectorum,288.69,21.77303837,38.99342349,0.366621768,3.1465,0.307185,NA,NA,0.307185
Poales,Poaceae,Bouteloua,Bouteloua dactyloides,NA,18.72200619,65.6591197,0.0725,8.4041,NA,NA,NA,NA
Poales,Poaceae,Calamagrostis,Calamagrostis canadensis,1088.96,12.88524932,NA,0.863133825,0.0997,NA,NA,NA,NA
Poales,Poaceae,Calamagrostis,Calamagrostis stricta,1756.89,13.8,54.4185957,0.760746363,0.1694,NA,NA,NA,NA
Poales,Poaceae,Sporobolus,Sporobolus rigidus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculales,Ranunculaceae,Caltha,Caltha palustris,6216.07,34.58116402,36.2434535,0.248220033,1.0116,NA,0.128301373,0.16309992,0.16309992
Asterales,Campanulaceae,Campanula,Campanula aparinoides,NA,NA,NA,0.6,0.64,NA,NA,NA,NA
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,62.67,19.69810933,44.40538487,0.227134281,0.0546,0.3883,NA,NA,0.3883
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,511.7,37.56654256,35.25101667,0.18456764,0.1159,0.31224,NA,NA,0.31224
Poales,Cyperaceae,Carex,Carex bebbii,NA,NA,NA,0.91,NA,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex bicknellii,566.35,NA,38.17361847,0.425294067,1.2496,NA,0.336413119,0.30142485,0.30142485
Poales,Cyperaceae,Carex,Carex canescens,372.13,21.68632577,37.64207421,0.357968307,0.3206,NA,0.28794328,0.258383633,0.258383633
Poales,Cyperaceae,Carex,Carex echinata,184.58,NA,71.61084402,0.255216685,0.7591,NA,0.362457008,0.324551823,0.324551823
Poales,Cyperaceae,Carex,Carex chordorrhiza,107.25,NA,45.78754579,0.09085603,1.4958,NA,0.34,0.30461,0.30461
Poales,Cyperaceae,Carex,Carex comosa,NA,NA,NA,1.52,1.03,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex diandra,316,13.21816931,90.41724371,0.442412856,0.4395,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex disperma,NA,NA,NA,0.6,NA,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex foenea,515.61,NA,42.6083986,0.379189845,1.34,NA,0.33,0.29573,0.29573
Poales,Cyperaceae,Carex,Carex gracillima,NA,NA,NA,0.91,1.2351,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex haydenii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex interior,235.8,NA,57.77494788,0.45,0.5,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex lacustris,NA,13.33293888,NA,1.52,1.61,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex lasiocarpa,811.54,17.67728849,96.24501751,0.579889,3.7496,NA,0.361964568,0.324114537,0.324114537
Poales,Cyperaceae,Carex,Carex vulpinoidea,509.67,27.53,54.28198262,0.351725121,0.7867,NA,0.31106461,0.278915374,0.278915374
Poales,Cyperaceae,Carex,Carex oligosperma,NA,NA,NA,0.9,4.1679,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex pensylvanica,522.9,NA,26.48727278,0.233171055,1.79,NA,0.253771551,0.228039137,0.228039137
Poales,Cyperaceae,Carex,Carex rostrata,1698.77,19.26761453,65.32038293,0.468669026,1.034,NA,0.237746229,0.213808652,0.213808652
Poales,Cyperaceae,Carex,Carex scoparia,NA,NA,NA,0.76,NA,NA,NA,NA,NA
Poales,Cyperaceae,Carex,Carex stricta,NA,10.5,NA,1.28,0.4891,NA,NA,NA,NA
Fabales,Fabaceae,Chamaecrista,Chamaecrista fasciculata,10.58,22.89,109.6491228,0.526687763,7.6683,NA,0.43,0.34521,0.34521
Rosales,Rhamnaceae,Ceanothus,Ceanothus americanus,NA,15.7,NA,0.91,3.5265,NA,NA,NA,NA
Celastrales,Celastraceae,Celastrus,Celastrus scandens,1961.46,21.88488836,27.55441712,0.6,17.0975,NA,NA,NA,NA
Poales,Poaceae,Cenchrus,Cenchrus longispinus,NA,25.08,42.67515924,NA,15.23,NA,NA,NA,NA
Ericales,Ericaceae,Chamaedaphne,Chamaedaphne calyculata,232.96,11.94766032,102.0058897,0.992109379,0.0293,NA,NA,NA,NA
Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium album,644.62,35.84945113,49.12443391,0.560605633,0.5921,NA,0.178268219,0.189282547,0.189282547
Caryophyllales,Amaranthaceae,Chenopodiastrum,Chenopodiastrum hybridum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium leptophyllum,NA,NA,NA,0.7,0.465,NA,NA,NA,NA
Asterales,Asteraceae,Heterotheca,Heterotheca villosa,200,23.73,60.60606061,0.66884333,0.7988,0.446301667,NA,NA,0.446301667
Apiales,Apiaceae,Cicuta,Cicuta bulbifera,NA,NA,NA,0.9,1.57,NA,NA,NA,NA
Myrtales,Onagraceae,Circaea,Circaea lutetiana,2312.64,23.65324455,22.21878538,0.334912555,1.9623,0.169659539,NA,NA,0.169659539
Asterales,Asteraceae,Cirsium,Cirsium arvense,5570.16,24.72195493,41.8295339,0.652958113,1.6595,0.07227,NA,NA,0.07227
Asterales,Asteraceae,Cirsium,Cirsium discolor,1405.28,NA,110.0592055,1.02711477,5.66,0.186484963,NA,NA,0.186484963
Santalales,Santalaceae,Comandra,Comandra umbellata,96.62,16.98419965,75.09841374,0.282842712,89.12,NA,NA,NA,NA
Solanales,Convolvulaceae,Convolvulus,Convolvulus arvensis,670.88,33.67357285,37.08453982,0.299399835,13.3764,0.192,NA,NA,0.192
Asterales,Asteraceae,Erigeron,Erigeron canadensis,290.83,26.57768565,52.83445519,0.374494241,0.0508,NA,0.230916111,0.216870042,0.216870042
Asterales,Asteraceae,Coreopsis,Coreopsis palmata,301.32,13.18700307,91.62066143,0.448077873,1.9295,NA,0.311477922,0.259084431,0.259084431
Cornales,Cornaceae,Cornus,Cornus alternifolia,3376.08,16.66974776,64.73963828,8.012220905,50.9742,NA,NA,NA,NA
Cornales,Cornaceae,Cornus,Cornus racemosa,982.62,16.98521303,54.02846591,2.981020651,31.6875,NA,NA,NA,NA
Cornales,Cornaceae,Cornus,Cornus sericea,2345.51,17.55,45.50538139,2.663296645,25.7526,0.48,NA,NA,0.48
Fagales,Betulaceae,Corylus,Corylus americana,3437.09,21.37835143,41.16488712,3.04,767.0044,NA,NA,NA,NA
Asterales,Asteraceae,Crepis,Crepis tectorum,110.62,14.11794355,48.69409888,0.208255249,0.41,NA,0.149475028,0.174194915,0.174194915
Caryophyllales,Amaranthaceae,Dysphania,Dysphania atriplicifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poales,Cyperaceae,Cyperus,Cyperus filiculmis,NA,NA,NA,0.6,0.59,NA,NA,NA,NA
Poales,Cyperaceae,Cyperus,Cyperus schweinitzii,NA,NA,NA,0.8,0.8466,NA,NA,NA,NA
Poales,Cyperaceae,Cyperus,Cyperus strigosus,NA,NA,NA,0.97,0.2447,NA,NA,NA,NA
Poales,Poaceae,Danthonia,Danthonia spicata,730.6,8.2,117.892981,0.465906394,0.5522,NA,0.434333371,0.388378033,0.388378033
Ranunculales,Ranunculaceae,Delphinium,Delphinium carolinianum,NA,28.5,75.67567568,NA,0.64,NA,NA,NA,NA
Fabales,Fabaceae,Desmodium,Desmodium canadense,NA,19.28885689,50.53832053,0.29,5.0362,NA,0.29,0.24833,0.24833
Fabales,Fabaceae,Hylodesmum,Hylodesmum glutinosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poales,Poaceae,Digitaria,Digitaria ischaemum,75.97,NA,24.91970104,0.151570333,0.51,NA,0.159687194,0.144492228,0.144492228
Poales,Poaceae,Digitaria,Digitaria sanguinalis,504.81,13.145,27.69575597,0.264724619,0.5172,NA,0.1491585,0.135142748,0.135142748
Poales,Cyperaceae,Dulichium,Dulichium arundinaceum,NA,NA,NA,0.79,0.525,NA,NA,NA,NA
Asterales,Asteraceae,Echinacea,Echinacea purpurea,3900,15,77.82101167,0.569209979,3.0761,NA,NA,NA,NA
Poales,Poaceae,Elymus,Elymus canadensis,2209.05,21.28,54.81603901,1.098376573,4.0599,NA,0.374831589,0.335540451,0.335540451
Poales,Poaceae,Elymus,Elymus violaceus,340.07,13.85,86.95652174,0.646993045,3.131,0.356568857,NA,NA,0.356568857
Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,2207.76,28.6675871,56.70779547,0.831719514,0.0655,NA,0.304087785,0.255211999,0.255211999
