"","Year","Plot","Treatment","Functional.group","Mass.g.m.2."
"16304",2021,201,"FoliarFungicide","C3",0
"16305",2021,201,"FoliarFungicide","F",170.8
"16306",2021,201,"FoliarFungicide","L",0
"16307",2021,201,"FoliarFungicide","C4",0
"16308",2021,201,"FoliarFungicide","W",0
"16309",2021,201,"FoliarFungicide","moss_lichen",0
"16310",2021,201,"FoliarFungicide","moss",0
"16311",2021,202,"AllPesticides","C3",0
"16312",2021,202,"AllPesticides","F",103.2
"16313",2021,202,"AllPesticides","L",0
"16314",2021,202,"AllPesticides","C4",0
"16315",2021,202,"AllPesticides","W",0
"16316",2021,202,"AllPesticides","moss_lichen",0
"16317",2021,202,"AllPesticides","moss",0
"16318",2021,203,"Control","C3",0
"16319",2021,203,"Control","F",133.4
"16320",2021,203,"Control","L",0
"16321",2021,203,"Control","C4",0
"16322",2021,203,"Control","W",0
"16323",2021,203,"Control","moss_lichen",0
"16324",2021,203,"Control","moss",0
"16325",2021,204,"SoilDrenchFungicide","C3",0
"16326",2021,204,"SoilDrenchFungicide","F",101
"16327",2021,204,"SoilDrenchFungicide","L",0
"16328",2021,204,"SoilDrenchFungicide","C4",0
"16329",2021,204,"SoilDrenchFungicide","W",0
"16330",2021,204,"SoilDrenchFungicide","moss_lichen",0
"16331",2021,204,"SoilDrenchFungicide","moss",0
"16332",2021,205,"Insecticide","C3",0
"16333",2021,205,"Insecticide","F",6.3
"16334",2021,205,"Insecticide","L",0
"16335",2021,205,"Insecticide","C4",0
"16336",2021,205,"Insecticide","W",0
"16337",2021,205,"Insecticide","moss_lichen",0
"16338",2021,205,"Insecticide","moss",0
"16339",2022,1,"AllPesticides","C3",0
"16340",2022,1,"AllPesticides","F",0
"16341",2022,1,"AllPesticides","L",180
"16342",2022,1,"AllPesticides","C4",0
"16343",2022,1,"AllPesticides","W",0
"16344",2022,1,"AllPesticides","moss_lichen",0
"16345",2022,1,"AllPesticides","moss",0
"16346",2022,2,"Insecticide","C3",0
"16347",2022,2,"Insecticide","F",0
"16348",2022,2,"Insecticide","L",96.5
"16349",2022,2,"Insecticide","C4",0
"16350",2022,2,"Insecticide","W",0
"16351",2022,2,"Insecticide","moss_lichen",0
"16352",2022,2,"Insecticide","moss",0
"16353",2022,3,"Control","C3",0
"16354",2022,3,"Control","F",0
"16355",2022,3,"Control","L",135.7
"16356",2022,3,"Control","C4",0
"16357",2022,3,"Control","W",0
"16358",2022,3,"Control","moss_lichen",0
"16359",2022,3,"Control","moss",0
"16360",2022,4,"SoilDrenchFungicide","C3",0
"16361",2022,4,"SoilDrenchFungicide","F",0
"16362",2022,4,"SoilDrenchFungicide","L",136.1
"16363",2022,4,"SoilDrenchFungicide","C4",0
"16364",2022,4,"SoilDrenchFungicide","W",0
"16365",2022,4,"SoilDrenchFungicide","moss_lichen",0
"16366",2022,4,"SoilDrenchFungicide","moss",0
"16367",2022,5,"FoliarFungicide","C3",0
"16368",2022,5,"FoliarFungicide","F",0
"16369",2022,5,"FoliarFungicide","L",178.2
"16370",2022,5,"FoliarFungicide","C4",0
"16371",2022,5,"FoliarFungicide","W",0
"16372",2022,5,"FoliarFungicide","moss_lichen",0
"16373",2022,5,"FoliarFungicide","moss",0
"16374",2022,6,"FoliarFungicide","C3",27.62
"16375",2022,6,"FoliarFungicide","F",68.4
"16376",2022,6,"FoliarFungicide","L",173.5
"16377",2022,6,"FoliarFungicide","C4",33.82
"16378",2022,6,"FoliarFungicide","W",0
"16379",2022,6,"FoliarFungicide","moss_lichen",0
"16380",2022,6,"FoliarFungicide","moss",0
"16381",2022,7,"Insecticide","C3",69.5
"16382",2022,7,"Insecticide","F",18.1
"16383",2022,7,"Insecticide","L",57.19
"16384",2022,7,"Insecticide","C4",231.16
"16385",2022,7,"Insecticide","W",0
"16386",2022,7,"Insecticide","moss_lichen",0
"16387",2022,7,"Insecticide","moss",0
"16388",2022,8,"AllPesticides","C3",13.24
"16389",2022,8,"AllPesticides","F",127.9
"16390",2022,8,"AllPesticides","L",24.44
"16391",2022,8,"AllPesticides","C4",95.08
"16392",2022,8,"AllPesticides","W",0
"16393",2022,8,"AllPesticides","moss_lichen",0
"16394",2022,8,"AllPesticides","moss",0
"16395",2022,9,"Control","C3",82.2
"16396",2022,9,"Control","F",53.44
"16397",2022,9,"Control","L",9.81
"16398",2022,9,"Control","C4",31.13
"16399",2022,9,"Control","W",0
"16400",2022,9,"Control","moss_lichen",0
"16401",2022,9,"Control","moss",0
"16402",2022,10,"SoilDrenchFungicide","C3",34.37
"16403",2022,10,"SoilDrenchFungicide","F",15.7
"16404",2022,10,"SoilDrenchFungicide","L",12.44
"16405",2022,10,"SoilDrenchFungicide","C4",158.91
"16406",2022,10,"SoilDrenchFungicide","W",0
"16407",2022,10,"SoilDrenchFungicide","moss_lichen",0
"16408",2022,10,"SoilDrenchFungicide","moss",0
"16409",2022,11,"SoilDrenchFungicide","C3",0
"16410",2022,11,"SoilDrenchFungicide","F",0.18
"16411",2022,11,"SoilDrenchFungicide","L",0
"16412",2022,11,"SoilDrenchFungicide","C4",0
"16413",2022,11,"SoilDrenchFungicide","W",0
"16414",2022,11,"SoilDrenchFungicide","moss_lichen",0
"16415",2022,11,"SoilDrenchFungicide","moss",0
"16416",2022,12,"AllPesticides","C3",0
"16417",2022,12,"AllPesticides","F",17.2
"16418",2022,12,"AllPesticides","L",0
"16419",2022,12,"AllPesticides","C4",0
"16420",2022,12,"AllPesticides","W",0
"16421",2022,12,"AllPesticides","moss_lichen",0
"16422",2022,12,"AllPesticides","moss",0
"16423",2022,13,"FoliarFungicide","C3",0
"16424",2022,13,"FoliarFungicide","F",12.85
"16425",2022,13,"FoliarFungicide","L",0
"16426",2022,13,"FoliarFungicide","C4",0
"16427",2022,13,"FoliarFungicide","W",0
"16428",2022,13,"FoliarFungicide","moss_lichen",0
"16429",2022,13,"FoliarFungicide","moss",0
"16430",2022,14,"Insecticide","C3",0
"16431",2022,14,"Insecticide","F",3.27
"16432",2022,14,"Insecticide","L",0
"16433",2022,14,"Insecticide","C4",0
"16434",2022,14,"Insecticide","W",0
"16435",2022,14,"Insecticide","moss_lichen",0
"16436",2022,14,"Insecticide","moss",0
"16437",2022,16,"FoliarFungicide","C3",5.16
"16438",2022,16,"FoliarFungicide","F",144.3
"16439",2022,16,"FoliarFungicide","L",44.2
"16440",2022,16,"FoliarFungicide","C4",102.5
"16441",2022,16,"FoliarFungicide","W",0
"16442",2022,16,"FoliarFungicide","moss_lichen",0
"16443",2022,16,"FoliarFungicide","moss",0
"16444",2022,17,"Control","C3",8.25
"16445",2022,17,"Control","F",98.39
"16446",2022,17,"Control","L",135.7
"16447",2022,17,"Control","C4",118.28
"16448",2022,17,"Control","W",0
"16449",2022,17,"Control","moss_lichen",0
"16450",2022,17,"Control","moss",0
"16451",2022,18,"SoilDrenchFungicide","C3",5.35
"16452",2022,18,"SoilDrenchFungicide","F",483.25
"16453",2022,18,"SoilDrenchFungicide","L",7.62
"16454",2022,18,"SoilDrenchFungicide","C4",43.13
"16455",2022,18,"SoilDrenchFungicide","W",0
"16456",2022,18,"SoilDrenchFungicide","moss_lichen",0
"16457",2022,18,"SoilDrenchFungicide","moss",0
"16458",2022,19,"Insecticide","C3",3.68
"16459",2022,19,"Insecticide","F",61.15
"16460",2022,19,"Insecticide","L",9.8
"16461",2022,19,"Insecticide","C4",124.91
"16462",2022,19,"Insecticide","W",0
"16463",2022,19,"Insecticide","moss_lichen",0
"16464",2022,19,"Insecticide","moss",0
"16465",2022,20,"AllPesticides","C3",75.77
"16466",2022,20,"AllPesticides","F",15.45
"16467",2022,20,"AllPesticides","L",68.4
"16468",2022,20,"AllPesticides","C4",41.54
"16469",2022,20,"AllPesticides","W",0
"16470",2022,20,"AllPesticides","moss_lichen",0
"16471",2022,20,"AllPesticides","moss",0
"16472",2022,21,"FoliarFungicide","C3",3.05
"16473",2022,21,"FoliarFungicide","F",104.2
"16474",2022,21,"FoliarFungicide","L",18.28
"16475",2022,21,"FoliarFungicide","C4",151.96
"16476",2022,21,"FoliarFungicide","W",0
"16477",2022,21,"FoliarFungicide","moss_lichen",0
"16478",2022,21,"FoliarFungicide","moss",0
"16479",2022,22,"SoilDrenchFungicide","C3",2.21
"16480",2022,22,"SoilDrenchFungicide","F",0.25
"16481",2022,22,"SoilDrenchFungicide","L",280.1
"16482",2022,22,"SoilDrenchFungicide","C4",104.8
"16483",2022,22,"SoilDrenchFungicide","W",0
"16484",2022,22,"SoilDrenchFungicide","moss_lichen",0
"16485",2022,22,"SoilDrenchFungicide","moss",0
"16486",2022,23,"AllPesticides","C3",0.24
"16487",2022,23,"AllPesticides","F",82.19
"16488",2022,23,"AllPesticides","L",1.65
"16489",2022,23,"AllPesticides","C4",201.7
"16490",2022,23,"AllPesticides","W",0
"16491",2022,23,"AllPesticides","moss_lichen",0
"16492",2022,23,"AllPesticides","moss",0
"16493",2022,24,"Control","C3",0.46
"16494",2022,24,"Control","F",11.34
"16495",2022,24,"Control","L",13.92
"16496",2022,24,"Control","C4",105.39
"16497",2022,24,"Control","W",0
"16498",2022,24,"Control","moss_lichen",0
"16499",2022,24,"Control","moss",0
"16500",2022,25,"Insecticide","C3",0
"16501",2022,25,"Insecticide","F",0.71
"16502",2022,25,"Insecticide","L",40.73
"16503",2022,25,"Insecticide","C4",101.4
"16504",2022,25,"Insecticide","W",0
"16505",2022,25,"Insecticide","moss_lichen",0
"16506",2022,25,"Insecticide","moss",0
"16507",2022,26,"AllPesticides","C3",0
"16508",2022,26,"AllPesticides","F",0
"16509",2022,26,"AllPesticides","L",33.9
"16510",2022,26,"AllPesticides","C4",0
"16511",2022,26,"AllPesticides","W",0
"16512",2022,26,"AllPesticides","moss_lichen",0
"16513",2022,26,"AllPesticides","moss",0
"16514",2022,27,"SoilDrenchFungicide","C3",0
"16515",2022,27,"SoilDrenchFungicide","F",0
"16516",2022,27,"SoilDrenchFungicide","L",12.6
"16517",2022,27,"SoilDrenchFungicide","C4",0
"16518",2022,27,"SoilDrenchFungicide","W",0
"16519",2022,27,"SoilDrenchFungicide","moss_lichen",0
"16520",2022,27,"SoilDrenchFungicide","moss",0
"16521",2022,28,"Insecticide","C3",0
"16522",2022,28,"Insecticide","F",0
"16523",2022,28,"Insecticide","L",2.21
"16524",2022,28,"Insecticide","C4",0
"16525",2022,28,"Insecticide","W",0
"16526",2022,28,"Insecticide","moss_lichen",0
"16527",2022,28,"Insecticide","moss",0
"16528",2022,30,"FoliarFungicide","C3",0
"16529",2022,30,"FoliarFungicide","F",0
"16530",2022,30,"FoliarFungicide","L",50.4
"16531",2022,30,"FoliarFungicide","C4",0
"16532",2022,30,"FoliarFungicide","W",0
"16533",2022,30,"FoliarFungicide","moss_lichen",0
"16534",2022,30,"FoliarFungicide","moss",0
"16535",2022,31,"SoilDrenchFungicide","C3",2.78
"16536",2022,31,"SoilDrenchFungicide","F",33
"16537",2022,31,"SoilDrenchFungicide","L",39.23
"16538",2022,31,"SoilDrenchFungicide","C4",81.8
"16539",2022,31,"SoilDrenchFungicide","W",0
"16540",2022,31,"SoilDrenchFungicide","moss_lichen",0
"16541",2022,31,"SoilDrenchFungicide","moss",0
"16542",2022,32,"Control","C3",11.32
"16543",2022,32,"Control","F",36.22
"16544",2022,32,"Control","L",72
"16545",2022,32,"Control","C4",37.71
"16546",2022,32,"Control","W",0
"16547",2022,32,"Control","moss_lichen",0
"16548",2022,32,"Control","moss",0
"16549",2022,33,"FoliarFungicide","C3",18
"16550",2022,33,"FoliarFungicide","F",138.55
"16551",2022,33,"FoliarFungicide","L",46.53
"16552",2022,33,"FoliarFungicide","C4",103.35
"16553",2022,33,"FoliarFungicide","W",0
"16554",2022,33,"FoliarFungicide","moss_lichen",0
"16555",2022,33,"FoliarFungicide","moss",0
"16556",2022,34,"AllPesticides","C3",7.95
"16557",2022,34,"AllPesticides","F",64.9
"16558",2022,34,"AllPesticides","L",69.04
"16559",2022,34,"AllPesticides","C4",195.42
"16560",2022,34,"AllPesticides","W",0
"16561",2022,34,"AllPesticides","moss_lichen",0
"16562",2022,34,"AllPesticides","moss",0
"16563",2022,35,"Insecticide","C3",3.62
"16564",2022,35,"Insecticide","F",86.17
"16565",2022,35,"Insecticide","L",130.71
"16566",2022,35,"Insecticide","C4",151.88
"16567",2022,35,"Insecticide","W",0
"16568",2022,35,"Insecticide","moss_lichen",0
"16569",2022,35,"Insecticide","moss",0
"16570",2022,36,"AllPesticides","C3",58.31
"16571",2022,36,"AllPesticides","F",0
"16572",2022,36,"AllPesticides","L",119.1
"16573",2022,36,"AllPesticides","C4",5.46
"16574",2022,36,"AllPesticides","W",0
"16575",2022,36,"AllPesticides","moss_lichen",0
"16576",2022,36,"AllPesticides","moss",0
"16577",2022,37,"Control","C3",5.66
"16578",2022,37,"Control","F",0
"16579",2022,37,"Control","L",35.04
"16580",2022,37,"Control","C4",192.31
"16581",2022,37,"Control","W",0
"16582",2022,37,"Control","moss_lichen",0
"16583",2022,37,"Control","moss",0
"16584",2022,38,"SoilDrenchFungicide","C3",0.64
"16585",2022,38,"SoilDrenchFungicide","F",10.93
"16586",2022,38,"SoilDrenchFungicide","L",144.73
"16587",2022,38,"SoilDrenchFungicide","C4",119.86
"16588",2022,38,"SoilDrenchFungicide","W",0
"16589",2022,38,"SoilDrenchFungicide","moss_lichen",0
"16590",2022,38,"SoilDrenchFungicide","moss",0
"16591",2022,39,"Insecticide","C3",0.04
"16592",2022,39,"Insecticide","F",68.9
"16593",2022,39,"Insecticide","L",56.57
"16594",2022,39,"Insecticide","C4",140.66
"16595",2022,39,"Insecticide","W",0
"16596",2022,39,"Insecticide","moss_lichen",0
"16597",2022,39,"Insecticide","moss",0
"16598",2022,40,"FoliarFungicide","C3",6.23
"16599",2022,40,"FoliarFungicide","F",41.06
"16600",2022,40,"FoliarFungicide","L",74.5
"16601",2022,40,"FoliarFungicide","C4",128.37
"16602",2022,40,"FoliarFungicide","W",0
"16603",2022,40,"FoliarFungicide","moss_lichen",0
"16604",2022,40,"FoliarFungicide","moss",0
"16605",2022,41,"Insecticide","C3",0
"16606",2022,41,"Insecticide","F",0
"16607",2022,41,"Insecticide","L",0
"16608",2022,41,"Insecticide","C4",24.4
"16609",2022,41,"Insecticide","W",0
"16610",2022,41,"Insecticide","moss_lichen",0
"16611",2022,41,"Insecticide","moss",0
"16612",2022,42,"AllPesticides","C3",0
"16613",2022,42,"AllPesticides","F",0
"16614",2022,42,"AllPesticides","L",0
"16615",2022,42,"AllPesticides","C4",63.5
"16616",2022,42,"AllPesticides","W",0
"16617",2022,42,"AllPesticides","moss_lichen",0
"16618",2022,42,"AllPesticides","moss",0
"16619",2022,43,"FoliarFungicide","C3",0
"16620",2022,43,"FoliarFungicide","F",0
"16621",2022,43,"FoliarFungicide","L",0
"16622",2022,43,"FoliarFungicide","C4",70.7
"16623",2022,43,"FoliarFungicide","W",0
"16624",2022,43,"FoliarFungicide","moss_lichen",0
"16625",2022,43,"FoliarFungicide","moss",0
"16626",2022,44,"Control","C3",0
"16627",2022,44,"Control","F",0
"16628",2022,44,"Control","L",0
"16629",2022,44,"Control","C4",80.2
"16630",2022,44,"Control","W",0
"16631",2022,44,"Control","moss_lichen",0
"16632",2022,44,"Control","moss",0
"16633",2022,45,"SoilDrenchFungicide","C3",0
"16634",2022,45,"SoilDrenchFungicide","F",0
"16635",2022,45,"SoilDrenchFungicide","L",0
"16636",2022,45,"SoilDrenchFungicide","C4",62.5
"16637",2022,45,"SoilDrenchFungicide","W",0
"16638",2022,45,"SoilDrenchFungicide","moss_lichen",0
"16639",2022,45,"SoilDrenchFungicide","moss",0
"16640",2022,46,"SoilDrenchFungicide","C3",0
"16641",2022,46,"SoilDrenchFungicide","F",0
"16642",2022,46,"SoilDrenchFungicide","L",27.2
"16643",2022,46,"SoilDrenchFungicide","C4",8.8
"16644",2022,46,"SoilDrenchFungicide","W",0
"16645",2022,46,"SoilDrenchFungicide","moss_lichen",0
"16646",2022,46,"SoilDrenchFungicide","moss",0
"16647",2022,47,"Control","C3",0
"16648",2022,47,"Control","F",0
"16649",2022,47,"Control","L",56.1
"16650",2022,47,"Control","C4",3.83
"16651",2022,47,"Control","W",0
"16652",2022,47,"Control","moss_lichen",0
"16653",2022,47,"Control","moss",0
"16654",2022,48,"Insecticide","C3",0
"16655",2022,48,"Insecticide","F",0
"16656",2022,48,"Insecticide","L",6.84
"16657",2022,48,"Insecticide","C4",14.2
"16658",2022,48,"Insecticide","W",0
"16659",2022,48,"Insecticide","moss_lichen",0
"16660",2022,48,"Insecticide","moss",0
"16661",2022,49,"FoliarFungicide","C3",0
"16662",2022,49,"FoliarFungicide","F",0
"16663",2022,49,"FoliarFungicide","L",42.93
"16664",2022,49,"FoliarFungicide","C4",2.67
"16665",2022,49,"FoliarFungicide","W",0
"16666",2022,49,"FoliarFungicide","moss_lichen",0
"16667",2022,49,"FoliarFungicide","moss",0
"16668",2022,50,"AllPesticides","C3",0
"16669",2022,50,"AllPesticides","F",0
"16670",2022,50,"AllPesticides","L",1.86
"16671",2022,50,"AllPesticides","C4",32.9
"16672",2022,50,"AllPesticides","W",0
"16673",2022,50,"AllPesticides","moss_lichen",0
"16674",2022,50,"AllPesticides","moss",0
"16675",2022,51,"Control","C3",0
"16676",2022,51,"Control","F",0
"16677",2022,51,"Control","L",392.6
"16678",2022,51,"Control","C4",0
"16679",2022,51,"Control","W",0
"16680",2022,51,"Control","moss_lichen",0
"16681",2022,51,"Control","moss",0
"16682",2022,52,"SoilDrenchFungicide","C3",0
"16683",2022,52,"SoilDrenchFungicide","F",0
"16684",2022,52,"SoilDrenchFungicide","L",218.9
"16685",2022,52,"SoilDrenchFungicide","C4",0
"16686",2022,52,"SoilDrenchFungicide","W",0
"16687",2022,52,"SoilDrenchFungicide","moss_lichen",0
"16688",2022,52,"SoilDrenchFungicide","moss",0
"16689",2022,53,"FoliarFungicide","C3",0
"16690",2022,53,"FoliarFungicide","F",0
"16691",2022,53,"FoliarFungicide","L",551.1
"16692",2022,53,"FoliarFungicide","C4",0
"16693",2022,53,"FoliarFungicide","W",0
"16694",2022,53,"FoliarFungicide","moss_lichen",0
"16695",2022,53,"FoliarFungicide","moss",0
"16696",2022,54,"Insecticide","C3",0
"16697",2022,54,"Insecticide","F",0
"16698",2022,54,"Insecticide","L",151.2
"16699",2022,54,"Insecticide","C4",0
"16700",2022,54,"Insecticide","W",0
"16701",2022,54,"Insecticide","moss_lichen",0
"16702",2022,54,"Insecticide","moss",0
"16703",2022,55,"AllPesticides","C3",0
"16704",2022,55,"AllPesticides","F",0
"16705",2022,55,"AllPesticides","L",308.9
"16706",2022,55,"AllPesticides","C4",0
"16707",2022,55,"AllPesticides","W",0
"16708",2022,55,"AllPesticides","moss_lichen",0
"16709",2022,55,"AllPesticides","moss",0
"16710",2022,56,"FoliarFungicide","C3",13.2
"16711",2022,56,"FoliarFungicide","F",63.5
"16712",2022,56,"FoliarFungicide","L",0
"16713",2022,56,"FoliarFungicide","C4",0
"16714",2022,56,"FoliarFungicide","W",0
"16715",2022,56,"FoliarFungicide","moss_lichen",0
"16716",2022,56,"FoliarFungicide","moss",0
"16717",2022,57,"Insecticide","C3",24.7
"16718",2022,57,"Insecticide","F",316.16
"16719",2022,57,"Insecticide","L",0
"16720",2022,57,"Insecticide","C4",0
"16721",2022,57,"Insecticide","W",0
"16722",2022,57,"Insecticide","moss_lichen",0
"16723",2022,57,"Insecticide","moss",0
"16724",2022,58,"SoilDrenchFungicide","C3",1.02
"16725",2022,58,"SoilDrenchFungicide","F",159.08
"16726",2022,58,"SoilDrenchFungicide","L",0
"16727",2022,58,"SoilDrenchFungicide","C4",0
"16728",2022,58,"SoilDrenchFungicide","W",0
"16729",2022,58,"SoilDrenchFungicide","moss_lichen",0
"16730",2022,58,"SoilDrenchFungicide","moss",0
"16731",2022,59,"Control","C3",17.9
"16732",2022,59,"Control","F",164.73
"16733",2022,59,"Control","L",0
"16734",2022,59,"Control","C4",0
"16735",2022,59,"Control","W",0
"16736",2022,59,"Control","moss_lichen",0
"16737",2022,59,"Control","moss",0
"16738",2022,60,"AllPesticides","C3",0.48
"16739",2022,60,"AllPesticides","F",157.2
"16740",2022,60,"AllPesticides","L",0
"16741",2022,60,"AllPesticides","C4",0
"16742",2022,60,"AllPesticides","W",0
"16743",2022,60,"AllPesticides","moss_lichen",0
"16744",2022,60,"AllPesticides","moss",0
"16745",2022,61,"Insecticide","C3",0
"16746",2022,61,"Insecticide","F",273.2
"16747",2022,61,"Insecticide","L",0
"16748",2022,61,"Insecticide","C4",0
"16749",2022,61,"Insecticide","W",0
"16750",2022,61,"Insecticide","moss_lichen",0
"16751",2022,61,"Insecticide","moss",0
"16752",2022,62,"FoliarFungicide","C3",0
"16753",2022,62,"FoliarFungicide","F",329.7
"16754",2022,62,"FoliarFungicide","L",0
"16755",2022,62,"FoliarFungicide","C4",0
"16756",2022,62,"FoliarFungicide","W",0
"16757",2022,62,"FoliarFungicide","moss_lichen",0
"16758",2022,62,"FoliarFungicide","moss",0
"16759",2022,63,"SoilDrenchFungicide","C3",0
"16760",2022,63,"SoilDrenchFungicide","F",40.2
"16761",2022,63,"SoilDrenchFungicide","L",0
"16762",2022,63,"SoilDrenchFungicide","C4",0
"16763",2022,63,"SoilDrenchFungicide","W",0
"16764",2022,63,"SoilDrenchFungicide","moss_lichen",0
"16765",2022,63,"SoilDrenchFungicide","moss",0
"16766",2022,64,"Control","C3",0
"16767",2022,64,"Control","F",123.3
"16768",2022,64,"Control","L",0
"16769",2022,64,"Control","C4",0
"16770",2022,64,"Control","W",0
"16771",2022,64,"Control","moss_lichen",0
"16772",2022,64,"Control","moss",0
"16773",2022,65,"AllPesticides","C3",0
"16774",2022,65,"AllPesticides","F",213.3
"16775",2022,65,"AllPesticides","L",0
"16776",2022,65,"AllPesticides","C4",0
"16777",2022,65,"AllPesticides","W",0
"16778",2022,65,"AllPesticides","moss_lichen",0
"16779",2022,65,"AllPesticides","moss",0
"16780",2022,66,"SoilDrenchFungicide","C3",0
"16781",2022,66,"SoilDrenchFungicide","F",164.2
"16782",2022,66,"SoilDrenchFungicide","L",0
"16783",2022,66,"SoilDrenchFungicide","C4",32.2
"16784",2022,66,"SoilDrenchFungicide","W",0
"16785",2022,66,"SoilDrenchFungicide","moss_lichen",0
"16786",2022,66,"SoilDrenchFungicide","moss",0
"16787",2022,67,"AllPesticides","C3",0.43
"16788",2022,67,"AllPesticides","F",208.4
"16789",2022,67,"AllPesticides","L",0
"16790",2022,67,"AllPesticides","C4",9.51
"16791",2022,67,"AllPesticides","W",0
"16792",2022,67,"AllPesticides","moss_lichen",0
"16793",2022,67,"AllPesticides","moss",0
"16794",2022,68,"Insecticide","C3",9.37
"16795",2022,68,"Insecticide","F",113.5
"16796",2022,68,"Insecticide","L",0
"16797",2022,68,"Insecticide","C4",12.54
"16798",2022,68,"Insecticide","W",0
"16799",2022,68,"Insecticide","moss_lichen",0
"16800",2022,68,"Insecticide","moss",0
"16801",2022,69,"Control","C3",0.35
"16802",2022,69,"Control","F",122.5
"16803",2022,69,"Control","L",0
"16804",2022,69,"Control","C4",9.57
"16805",2022,69,"Control","W",0
"16806",2022,69,"Control","moss_lichen",0
"16807",2022,69,"Control","moss",0
"16808",2022,70,"FoliarFungicide","C3",0
"16809",2022,70,"FoliarFungicide","F",40.4
"16810",2022,70,"FoliarFungicide","L",0
"16811",2022,70,"FoliarFungicide","C4",33.4
"16812",2022,70,"FoliarFungicide","W",0
"16813",2022,70,"FoliarFungicide","moss_lichen",0
"16814",2022,70,"FoliarFungicide","moss",0
"16815",2022,71,"SoilDrenchFungicide","C3",0
"16816",2022,71,"SoilDrenchFungicide","F",0
"16817",2022,71,"SoilDrenchFungicide","L",188.8
"16818",2022,71,"SoilDrenchFungicide","C4",98.4
"16819",2022,71,"SoilDrenchFungicide","W",0
"16820",2022,71,"SoilDrenchFungicide","moss_lichen",0
"16821",2022,71,"SoilDrenchFungicide","moss",0
"16822",2022,72,"FoliarFungicide","C3",0
"16823",2022,72,"FoliarFungicide","F",0
"16824",2022,72,"FoliarFungicide","L",201.4
"16825",2022,72,"FoliarFungicide","C4",105.8
"16826",2022,72,"FoliarFungicide","W",0
"16827",2022,72,"FoliarFungicide","moss_lichen",0
"16828",2022,72,"FoliarFungicide","moss",0
"16829",2022,73,"AllPesticides","C3",0
"16830",2022,73,"AllPesticides","F",0
"16831",2022,73,"AllPesticides","L",142.7
"16832",2022,73,"AllPesticides","C4",170.2
"16833",2022,73,"AllPesticides","W",0
"16834",2022,73,"AllPesticides","moss_lichen",0
"16835",2022,73,"AllPesticides","moss",0
"16836",2022,74,"Insecticide","C3",0
"16837",2022,74,"Insecticide","F",0
"16838",2022,74,"Insecticide","L",147.8
"16839",2022,74,"Insecticide","C4",61.4
"16840",2022,74,"Insecticide","W",0
"16841",2022,74,"Insecticide","moss_lichen",0
"16842",2022,74,"Insecticide","moss",0
"16843",2022,75,"Control","C3",0
"16844",2022,75,"Control","F",0
"16845",2022,75,"Control","L",112.8
"16846",2022,75,"Control","C4",52.2
"16847",2022,75,"Control","W",0
"16848",2022,75,"Control","moss_lichen",0
"16849",2022,75,"Control","moss",0
"16850",2022,76,"FoliarFungicide","C3",1.47
"16851",2022,76,"FoliarFungicide","F",65.12
"16852",2022,76,"FoliarFungicide","L",162.9
"16853",2022,76,"FoliarFungicide","C4",386.6
"16854",2022,76,"FoliarFungicide","W",0
"16855",2022,76,"FoliarFungicide","moss_lichen",0
"16856",2022,76,"FoliarFungicide","moss",0
"16857",2022,77,"Insecticide","C3",0
"16858",2022,77,"Insecticide","F",0.83
"16859",2022,77,"Insecticide","L",0.62
"16860",2022,77,"Insecticide","C4",305.48
"16861",2022,77,"Insecticide","W",0
"16862",2022,77,"Insecticide","moss_lichen",0
"16863",2022,77,"Insecticide","moss",0
"16864",2022,78,"Control","C3",1.85
"16865",2022,78,"Control","F",38.6
"16866",2022,78,"Control","L",41.94
"16867",2022,78,"Control","C4",167.47
"16868",2022,78,"Control","W",0
"16869",2022,78,"Control","moss_lichen",0
"16870",2022,78,"Control","moss",0
"16871",2022,79,"AllPesticides","C3",12.3
"16872",2022,79,"AllPesticides","F",44.49
"16873",2022,79,"AllPesticides","L",212.41
"16874",2022,79,"AllPesticides","C4",165.9
"16875",2022,79,"AllPesticides","W",0
"16876",2022,79,"AllPesticides","moss_lichen",0
"16877",2022,79,"AllPesticides","moss",0
"16878",2022,80,"SoilDrenchFungicide","C3",1.57
"16879",2022,80,"SoilDrenchFungicide","F",225.89
"16880",2022,80,"SoilDrenchFungicide","L",6.09
"16881",2022,80,"SoilDrenchFungicide","C4",63.16
"16882",2022,80,"SoilDrenchFungicide","W",0
"16883",2022,80,"SoilDrenchFungicide","moss_lichen",0
"16884",2022,80,"SoilDrenchFungicide","moss",0
"16885",2022,81,"Insecticide","C3",7.61
"16886",2022,81,"Insecticide","F",7.02
"16887",2022,81,"Insecticide","L",48.07
"16888",2022,81,"Insecticide","C4",107.53
"16889",2022,81,"Insecticide","W",0
"16890",2022,81,"Insecticide","moss_lichen",0
"16891",2022,81,"Insecticide","moss",0
"16892",2022,82,"Control","C3",0.59
"16893",2022,82,"Control","F",0.13
"16894",2022,82,"Control","L",155.61
"16895",2022,82,"Control","C4",93.12
"16896",2022,82,"Control","W",0
"16897",2022,82,"Control","moss_lichen",0
"16898",2022,82,"Control","moss",0
"16899",2022,83,"SoilDrenchFungicide","C3",2.15
"16900",2022,83,"SoilDrenchFungicide","F",0.22
"16901",2022,83,"SoilDrenchFungicide","L",287.6
"16902",2022,83,"SoilDrenchFungicide","C4",171.5
"16903",2022,83,"SoilDrenchFungicide","W",0
