"","Year","Plot","Subplot","Treatment","FertTrt","Species","Mass.g.m.2."
"3319",2015,1,"na","Insecticide","n","Miscellaneous litter",334.3
"3320",2015,1,"na","Insecticide","n","Mosses",0.16
"3321",2015,1,"na","Insecticide","n","Panicum perlongum",6.5
"3322",2015,1,"na","Insecticide","n","Poa pratensis",13
"3323",2015,1,"na","Insecticide","n","Solidago sp.",7.8
"3324",2015,1,"na","Insecticide","n","Sorghastrum nutans",292.4
"3325",2015,1,"na","Insecticide","n","Viola pedatifida",0.27
"3326",2015,2,"na","Control","n","Ambrosia artemisiifolia elatior",2.8
"3327",2015,2,"na","Control","n","Carex sp.",3.25
"3328",2015,2,"na","Control","n","Cyperus sp.",0.45
"3329",2015,2,"na","Control","n","Koeleria cristata",21.5
"3330",2015,2,"na","Control","n","Lechea stricta",10.15
"3331",2015,2,"na","Control","n","Lespedeza capitata",0.11
"3332",2015,2,"na","Control","n","Lithospermum caroliniense",1.6
"3333",2015,2,"na","Control","n","Miscellaneous grasses",0.09
"3334",2015,2,"na","Control","n","Miscellaneous litter",119.75
"3335",2015,2,"na","Control","n","Panicum oligosanthes",5.1
"3336",2015,2,"na","Control","n","Panicum perlongum",0.6
"3337",2015,2,"na","Control","n","Poa pratensis",1.95
"3338",2015,2,"na","Control","n","Sorghastrum nutans",108.95
"3339",2015,2,"na","Control","n","Viola pedatifida",1.3
"3340",2015,3,"na","FoliarFungicide","n","Ambrosia coronopifolia",5.8
"3341",2015,3,"na","FoliarFungicide","n","Carex sp.",0.25
"3342",2015,3,"na","FoliarFungicide","n","Crepis tectorum",0.25
"3343",2015,3,"na","FoliarFungicide","n","Cyperus sp.",7.25
"3344",2015,3,"na","FoliarFungicide","n","Eragrostis spectabilis",1.4
"3345",2015,3,"na","FoliarFungicide","n","Hieracium longipilum",0.9
"3346",2015,3,"na","FoliarFungicide","n","Koeleria cristata",14.35
"3347",2015,3,"na","FoliarFungicide","n","Lespedeza capitata",13.25
"3348",2015,3,"na","FoliarFungicide","n","Liatris sp.",0.25
"3349",2015,3,"na","FoliarFungicide","n","Miscellaneous litter",113.55
"3350",2015,3,"na","FoliarFungicide","n","Panicum perlongum",2.05
"3351",2015,3,"na","FoliarFungicide","n","Poa pratensis",2.95
"3352",2015,3,"na","FoliarFungicide","n","Solidago nemoralis",8.3
"3353",2015,3,"na","FoliarFungicide","n","Solidago sp.",3.75
"3354",2015,3,"na","FoliarFungicide","n","Sorghastrum nutans",128.4
"3355",2015,3,"na","FoliarFungicide","n","Viola pedatifida",1.5
"3356",2015,4,"na","SoilDrenchFungicide","n","Achillea millefolium (lanulosa)",0.03
"3357",2015,4,"na","SoilDrenchFungicide","n","Carex sp.",4.35
"3358",2015,4,"na","SoilDrenchFungicide","n","Cyperus sp.",0.8
"3359",2015,4,"na","SoilDrenchFungicide","n","Koeleria cristata",5.75
"3360",2015,4,"na","SoilDrenchFungicide","n","Lespedeza capitata",8.05
"3361",2015,4,"na","SoilDrenchFungicide","n","Miscellaneous litter",47.3
"3362",2015,4,"na","SoilDrenchFungicide","n","Panicum perlongum",1.85
"3363",2015,4,"na","SoilDrenchFungicide","n","Poa pratensis",3.85
"3364",2015,4,"na","SoilDrenchFungicide","n","Sorghastrum nutans",112.4
"3365",2015,5,"na","AllPesticides","n","Agrostis scabra",0.25
"3366",2015,5,"na","AllPesticides","n","Ambrosia artemisiifolia elatior",2.8
"3367",2015,5,"na","AllPesticides","n","Carex sp.",2.4
"3368",2015,5,"na","AllPesticides","n","Cyperus sp.",1.35
"3369",2015,5,"na","AllPesticides","n","Erigeron strigosus",8.05
"3370",2015,5,"na","AllPesticides","n","Hieracium longipilum",2.8
"3371",2015,5,"na","AllPesticides","n","Koeleria cristata",45
"3372",2015,5,"na","AllPesticides","n","Lespedeza capitata",62.35
"3373",2015,5,"na","AllPesticides","n","Miscellaneous litter",222.25
"3374",2015,5,"na","AllPesticides","n","Panicum perlongum",4.4
"3375",2015,5,"na","AllPesticides","n","Poa pratensis",11.75
"3376",2015,5,"na","AllPesticides","n","Sorghastrum nutans",213.35
"3377",2015,5,"na","AllPesticides","n","Viola pedatifida",1.15
"3378",2015,6,"na","Fenced","n","Ambrosia coronopifolia",4.6
"3379",2015,6,"na","Fenced","n","Carex sp.",3.7
"3380",2015,6,"na","Fenced","n","Crepis tectorum",0.4
"3381",2015,6,"na","Fenced","n","Cyperus sp.",0.95
"3382",2015,6,"na","Fenced","n","Hieracium longipilum",21.15
"3383",2015,6,"na","Fenced","n","Koeleria cristata",7.9
"3384",2015,6,"na","Fenced","n","Lespedeza capitata",5.6
"3385",2015,6,"na","Fenced","n","Miscellaneous litter",90.25
"3386",2015,6,"na","Fenced","n","Panicum perlongum",4.2
"3387",2015,6,"na","Fenced","n","Poa pratensis",10
"3388",2015,6,"na","Fenced","n","Sorghastrum nutans",123.1
"3389",2015,7,"na","AllPesticides","n","Agrostis scabra",0.45
"3390",2015,7,"na","AllPesticides","n","Ambrosia artemisiifolia elatior",3.55
"3391",2015,7,"na","AllPesticides","n","Carex sp.",1
"3392",2015,7,"na","AllPesticides","n","Cyperus sp.",0.95
"3393",2015,7,"na","AllPesticides","n","Koeleria cristata",3.25
"3394",2015,7,"na","AllPesticides","n","Lespedeza capitata",28.85
"3395",2015,7,"na","AllPesticides","n","Liatris aspera",6.15
"3396",2015,7,"na","AllPesticides","n","Miscellaneous litter",210.9
"3397",2015,7,"na","AllPesticides","n","Panicum oligosanthes",2.4
"3398",2015,7,"na","AllPesticides","n","Panicum perlongum",0.17
"3399",2015,7,"na","AllPesticides","n","Poa pratensis",11.45
"3400",2015,7,"na","AllPesticides","n","Ranunculus rhomboideus",0.25
"3401",2015,7,"na","AllPesticides","n","Rhus glabra",361.15
"3402",2015,7,"na","AllPesticides","n","Solidago missouriensis",105.35
"3403",2015,7,"na","AllPesticides","n","Sorghastrum nutans",150
"3404",2015,8,"na","Control","n","Ambrosia artemisiifolia elatior",11.05
"3405",2015,8,"na","Control","n","Carex sp.",5.45
"3406",2015,8,"na","Control","n","Cyperus sp.",2.25
"3407",2015,8,"na","Control","n","Koeleria cristata",5.65
"3408",2015,8,"na","Control","n","Leptoloma cognatum",10.9
"3409",2015,8,"na","Control","n","Lespedeza capitata",2.8
"3410",2015,8,"na","Control","n","Miscellaneous litter",67.55
"3411",2015,8,"na","Control","n","Panicum oligosanthes",6.45
"3412",2015,8,"na","Control","n","Physalis virginiana",0.3
"3413",2015,8,"na","Control","n","Poa pratensis",32.65
"3414",2015,8,"na","Control","n","Rhus glabra",1.95
"3415",2015,8,"na","Control","n","Smilacina racemosa",3.7
"3416",2015,8,"na","Control","n","Solidago sp.",4.95
"3417",2015,8,"na","Control","n","Sorghastrum nutans",51.1
"3418",2015,9,"na","Insecticide","n","Bouteloua gracilis",0.01
"3419",2015,9,"na","Insecticide","n","Carex sp.",1.65
"3420",2015,9,"na","Insecticide","n","Helianthemum bicknellii",16.3
"3421",2015,9,"na","Insecticide","n","Koeleria cristata",9.65
"3422",2015,9,"na","Insecticide","n","Lespedeza capitata",20.3
"3423",2015,9,"na","Insecticide","n","Mirabilis hirsuta",2.8
"3424",2015,9,"na","Insecticide","n","Miscellaneous litter",221.75
"3425",2015,9,"na","Insecticide","n","Panicum perlongum",1.15
"3426",2015,9,"na","Insecticide","n","Physalis virginiana",0.45
"3427",2015,9,"na","Insecticide","n","Poa pratensis",12.9
"3428",2015,9,"na","Insecticide","n","Solidago missouriensis",20.1
"3429",2015,9,"na","Insecticide","n","Sorghastrum nutans",134.7
"3430",2015,10,"na","FoliarFungicide","n","Ambrosia artemisiifolia elatior",17.85
"3431",2015,10,"na","FoliarFungicide","n","Carex sp.",0.65
"3432",2015,10,"na","FoliarFungicide","n","Cyperus sp.",2.85
"3433",2015,10,"na","FoliarFungicide","n","Koeleria cristata",12.9
"3434",2015,10,"na","FoliarFungicide","n","Lespedeza capitata",51.35
"3435",2015,10,"na","FoliarFungicide","n","Miscellaneous litter",182.05
"3436",2015,10,"na","FoliarFungicide","n","Panicum perlongum",0.55
"3437",2015,10,"na","FoliarFungicide","n","Poa pratensis",10.45
"3438",2015,10,"na","FoliarFungicide","n","Sorghastrum nutans",78.05
"3439",2015,10,"na","FoliarFungicide","n","Viola pedatifida",6.3
"3440",2015,11,"na","SoilDrenchFungicide","n","Ambrosia coronopifolia",5.8
"3441",2015,11,"na","SoilDrenchFungicide","n","Anemone cylindrica",12.1
"3442",2015,11,"na","SoilDrenchFungicide","n","Carex sp.",0.95
"3443",2015,11,"na","SoilDrenchFungicide","n","Cyperus sp.",0.21
"3444",2015,11,"na","SoilDrenchFungicide","n","Koeleria cristata",7.8
"3445",2015,11,"na","SoilDrenchFungicide","n","Miscellaneous litter",45.15
"3446",2015,11,"na","SoilDrenchFungicide","n","Panicum perlongum",0.25
"3447",2015,11,"na","SoilDrenchFungicide","n","Poa pratensis",2.2
"3448",2015,11,"na","SoilDrenchFungicide","n","Sisyrinchium campestre",0.25
"3449",2015,11,"na","SoilDrenchFungicide","n","Solidago missouriensis",3.8
"3450",2015,11,"na","SoilDrenchFungicide","n","Sorghastrum nutans",48.7
"3451",2015,12,"na","Fenced","n","Ambrosia artemisiifolia elatior",17.9
"3452",2015,12,"na","Fenced","n","Cyperus sp.",0.35
"3453",2015,12,"na","Fenced","n","Helianthemum bicknellii",7.85
"3454",2015,12,"na","Fenced","n","Koeleria cristata",26.15
"3455",2015,12,"na","Fenced","n","Lespedeza capitata",71.85
"3456",2015,12,"na","Fenced","n","Miscellaneous litter",98.7
"3457",2015,12,"na","Fenced","n","Panicum perlongum",1.4
"3458",2015,12,"na","Fenced","n","Physalis virginiana",0.13
"3459",2015,12,"na","Fenced","n","Poa pratensis",5.1
"3460",2015,12,"na","Fenced","n","Sorghastrum nutans",31.45
"3461",2015,13,"na","AllPesticides","n","Carex sp.",4.45
"3462",2015,13,"na","AllPesticides","n","Cyperus sp.",0.6
"3463",2015,13,"na","AllPesticides","n","Helianthemum bicknellii",17.5
"3464",2015,13,"na","AllPesticides","n","Koeleria cristata",13.55
"3465",2015,13,"na","AllPesticides","n","Lespedeza capitata",16.7
"3466",2015,13,"na","AllPesticides","n","Liatris aspera",2.85
"3467",2015,13,"na","AllPesticides","n","Miscellaneous litter",192.4
"3468",2015,13,"na","AllPesticides","n","Panicum oligosanthes",0.05
"3469",2015,13,"na","AllPesticides","n","Panicum perlongum",2.25
"3470",2015,13,"na","AllPesticides","n","Poa pratensis",17.5
"3471",2015,13,"na","AllPesticides","n","Sisyrinchium campestre",7.95
"3472",2015,13,"na","AllPesticides","n","Solidago nemoralis",2.55
"3473",2015,13,"na","AllPesticides","n","Sorghastrum nutans",165.25
"3474",2015,13,"na","AllPesticides","n","Viola pedatifida",0.32
"3475",2015,14,"na","Control","n","Anemone cylindrica",1
"3476",2015,14,"na","Control","n","Carex sp.",1.05
"3477",2015,14,"na","Control","n","Helianthemum bicknellii",31.8
"3478",2015,14,"na","Control","n","Koeleria cristata",3
"3479",2015,14,"na","Control","n","Lespedeza capitata",19.4
"3480",2015,14,"na","Control","n","Miscellaneous litter",175.8
"3481",2015,14,"na","Control","n","Poa pratensis",5
"3482",2015,14,"na","Control","n","Sisyrinchium campestre",0.3
"3483",2015,14,"na","Control","n","Solidago missouriensis",12.25
"3484",2015,14,"na","Control","n","Sorghastrum nutans",109.75
"3485",2015,14,"na","Control","n","Viola pedatifida",1.1
"3486",2015,15,"na","FoliarFungicide","n","Ambrosia artemisiifolia elatior",11.45
"3487",2015,15,"na","FoliarFungicide","n","Aristida basiramea",0.04
"3488",2015,15,"na","FoliarFungicide","n","Carex sp.",2.65
"3489",2015,15,"na","FoliarFungicide","n","Cyperus sp.",0.7
"3490",2015,15,"na","FoliarFungicide","n","Helianthemum bicknellii",9.85
"3491",2015,15,"na","FoliarFungicide","n","Koeleria cristata",16.45
"3492",2015,15,"na","FoliarFungicide","n","Lespedeza capitata",6.45
"3493",2015,15,"na","FoliarFungicide","n","Miscellaneous litter",92.65
"3494",2015,15,"na","FoliarFungicide","n","Mosses",0.06
"3495",2015,15,"na","FoliarFungicide","n","Panicum oligosanthes",0.5
"3496",2015,15,"na","FoliarFungicide","n","Panicum perlongum",3.65
"3497",2015,15,"na","FoliarFungicide","n","Poa pratensis",4
"3498",2015,15,"na","FoliarFungicide","n","Polygonum tenue",2.1
"3499",2015,15,"na","FoliarFungicide","n","Solidago missouriensis",24.45
"3500",2015,15,"na","FoliarFungicide","n","Sorghastrum nutans",44.6
"3501",2015,15,"na","FoliarFungicide","n","Viola pedatifida",3.01
"3502",2015,16,"na","Insecticide","n","Ambrosia artemisiifolia elatior",1.3
"3503",2015,16,"na","Insecticide","n","Carex sp.",0.6
"3504",2015,16,"na","Insecticide","n","Cyperus sp.",0.3
"3505",2015,16,"na","Insecticide","n","Helianthemum bicknellii",4.95
"3506",2015,16,"na","Insecticide","n","Hieracium longipilum",0.11
"3507",2015,16,"na","Insecticide","n","Koeleria cristata",4.95
"3508",2015,16,"na","Insecticide","n","Lespedeza capitata",0.06
"3509",2015,16,"na","Insecticide","n","Miscellaneous litter",110.1
"3510",2015,16,"na","Insecticide","n","Poa pratensis",5.7
"3511",2015,16,"na","Insecticide","n","Solidago missouriensis",1.65
"3512",2015,16,"na","Insecticide","n","Sorghastrum nutans",117.6
"3513",2015,17,"na","SoilDrenchFungicide","n","Ambrosia artemisiifolia elatior",11
"3514",2015,17,"na","SoilDrenchFungicide","n","Carex sp.",0.65
"3515",2015,17,"na","SoilDrenchFungicide","n","Cyperus sp.",0.65
"3516",2015,17,"na","SoilDrenchFungicide","n","Helianthemum bicknellii",1.85
"3517",2015,17,"na","SoilDrenchFungicide","n","Koeleria cristata",14.1
"3518",2015,17,"na","SoilDrenchFungicide","n","Lespedeza capitata",36.45
"3519",2015,17,"na","SoilDrenchFungicide","n","Lithospermum caroliniense",4.7
"3520",2015,17,"na","SoilDrenchFungicide","n","Miscellaneous litter",160.35
"3521",2015,17,"na","SoilDrenchFungicide","n","Panicum oligosanthes",0.06
"3522",2015,17,"na","SoilDrenchFungicide","n","Panicum perlongum",0.35
"3523",2015,17,"na","SoilDrenchFungicide","n","Poa pratensis",14.35
"3524",2015,17,"na","SoilDrenchFungicide","n","Polygonum tenue",0.11
"3525",2015,17,"na","SoilDrenchFungicide","n","Solidago missouriensis",86.6
"3526",2015,17,"na","SoilDrenchFungicide","n","Sorghastrum nutans",74.45
"3527",2015,18,"na","Fenced","n","Agrostis scabra",2.65
"3528",2015,18,"na","Fenced","n","Ambrosia artemisiifolia elatior",1.15
"3529",2015,18,"na","Fenced","n","Anemone cylindrica",25.45
"3530",2015,18,"na","Fenced","n","Arabis divaricarpa",4.15
"3531",2015,18,"na","Fenced","n","Carex sp.",1.55
"3532",2015,18,"na","Fenced","n","Cyperus sp.",1
"3533",2015,18,"na","Fenced","n","Helianthemum bicknellii",2.15
"3534",2015,18,"na","Fenced","n","Hieracium longipilum",0.35
"3535",2015,18,"na","Fenced","n","Koeleria cristata",4.65
"3536",2015,18,"na","Fenced","n","Lespedeza capitata",26.2
"3537",2015,18,"na","Fenced","n","Liatris aspera",0.75
"3538",2015,18,"na","Fenced","n","Lithospermum sp.",2.1
"3539",2015,18,"na","Fenced","n","Miscellaneous forbs",0.07
"3540",2015,18,"na","Fenced","n","Miscellaneous litter",83.4
"3541",2015,18,"na","Fenced","n","Panicum oligosanthes",4.9
"3542",2015,18,"na","Fenced","n","Poa pratensis",11.1
"3543",2015,18,"na","Fenced","n","Solidago sp.",0.55
"3544",2015,19,"na","Insecticide","n","Anemone cylindrica",2.5
"3545",2015,19,"na","Insecticide","n","Aristida basiramea",0.4
"3546",2015,19,"na","Insecticide","n","Aster azureus",0.85
"3547",2015,19,"na","Insecticide","n","Bromus sp.",7.05
"3548",2015,19,"na","Insecticide","n","Carex sp.",3.65
"3549",2015,19,"na","Insecticide","n","Cyperus sp.",3.95
"3550",2015,19,"na","Insecticide","n","Euphorbia glyptosperma",1.85
"3551",2015,19,"na","Insecticide","n","Koeleria cristata",12.25
"3552",2015,19,"na","Insecticide","n","Leptoloma cognatum",0.09
"3553",2015,19,"na","Insecticide","n","Miscellaneous litter",80.8
"3554",2015,19,"na","Insecticide","n","Panicum oligosanthes",2.95
"3555",2015,19,"na","Insecticide","n","Panicum perlongum",0.2
"3556",2015,19,"na","Insecticide","n","Poa pratensis",14.85
"3557",2015,19,"na","Insecticide","n","Rudbeckia serotina",4.25
"3558",2015,19,"na","Insecticide","n","Rumex acetosella",16.75
"3559",2015,19,"na","Insecticide","n","Solidago missouriensis",54.3
"3560",2015,19,"na","Insecticide","n","Sorghastrum nutans",56.65
"3561",2015,19,"na","Insecticide","n","Viola pedatifida",0.4
"3562",2015,20,"na","SoilDrenchFungicide","n","Ambrosia coronopifolia",1.45
"3563",2015,20,"na","SoilDrenchFungicide","n","Anemone cylindrica",14.75
"3564",2015,20,"na","SoilDrenchFungicide","n","Carex sp.",12.65
"3565",2015,20,"na","SoilDrenchFungicide","n","Helianthemum bicknellii",20
"3566",2015,20,"na","SoilDrenchFungicide","n","Koeleria cristata",2.65
"3567",2015,20,"na","SoilDrenchFungicide","n","Lathyrus venosus",2.75
"3568",2015,20,"na","SoilDrenchFungicide","n","Lespedeza capitata",21.5
"3569",2015,20,"na","SoilDrenchFungicide","n","Miscellaneous litter",357.95
"3570",2015,20,"na","SoilDrenchFungicide","n","Panicum oligosanthes",0.08
"3571",2015,20,"na","SoilDrenchFungicide","n","Panicum perlongum",0.65
"3572",2015,20,"na","SoilDrenchFungicide","n","Poa pratensis",28.75
"3573",2015,20,"na","SoilDrenchFungicide","n","Rosa arkansana",4.95
"3574",2015,20,"na","SoilDrenchFungicide","n","Rudbeckia serotina",1.05
"3575",2015,20,"na","SoilDrenchFungicide","n","Sisyrinchium campestre",0.8
"3576",2015,20,"na","SoilDrenchFungicide","n","Solidago missouriensis",53.75
"3577",2015,20,"na","SoilDrenchFungicide","n","Sorghastrum nutans",74.4
"3578",2015,20,"na","SoilDrenchFungicide","n","Viola pedatifida",6.95
"3579",2015,21,"na","Fenced","n","Agrostis scabra",0.8
"3580",2015,21,"na","Fenced","n","Anemone cylindrica",3.4
"3581",2015,21,"na","Fenced","n","Carex sp.",2.15
"3582",2015,21,"na","Fenced","n","Cyperus sp.",0.8
"3583",2015,21,"na","Fenced","n","Hieracium longipilum",0.13
"3584",2015,21,"na","Fenced","n","Lathyrus venosus",0.35
"3585",2015,21,"na","Fenced","n","Miscellaneous litter",94.5
"3586",2015,21,"na","Fenced","n","Monarda fistulosa",0.5
"3587",2015,21,"na","Fenced","n","Oxybaphus hirsutus",0.02
"3588",2015,21,"na","Fenced","n","Poa pratensis",6.45
"3589",2015,21,"na","Fenced","n","Rumex acetosella",0.75
"3590",2015,21,"na","Fenced","n","Solidago rigida",10.75
"3591",2015,21,"na","Fenced","n","Sorghastrum nutans",47.3
"3592",2015,21,"na","Fenced","n","Viola pedatifida",1.45
"3593",2015,22,"na","FoliarFungicide","n","Anemone cylindrica",18.95
"3594",2015,22,"na","FoliarFungicide","n","Carex sp.",6.35
"3595",2015,22,"na","FoliarFungicide","n","Koeleria cristata",19.25
"3596",2015,22,"na","FoliarFungicide","n","Lathyrus venosus",0.9
"3597",2015,22,"na","FoliarFungicide","n","Lechea stricta",60.75
"3598",2015,22,"na","FoliarFungicide","n","Lespedeza capitata",0.3
"3599",2015,22,"na","FoliarFungicide","n","Lithospermum canescens",2.95
"3600",2015,22,"na","FoliarFungicide","n","Miscellaneous litter",123.45
"3601",2015,22,"na","FoliarFungicide","n","Poa pratensis",13.1
"3602",2015,22,"na","FoliarFungicide","n","Rumex acetosella",0.45
"3603",2015,22,"na","FoliarFungicide","n","Solidago missouriensis",97.9
"3604",2015,22,"na","FoliarFungicide","n","Sorghastrum nutans",122.15
"3605",2015,22,"na","FoliarFungicide","n","Viola pedatifida",2.45
"3606",2015,23,"na","AllPesticides","n","Agrostis scabra",0.95
"3607",2015,23,"na","AllPesticides","n","Ambrosia artemisiifolia elatior",2.1
"3608",2015,23,"na","AllPesticides","n","Anemone cylindrica",28.4
"3609",2015,23,"na","AllPesticides","n","Arabis sp.",2.7
"3610",2015,23,"na","AllPesticides","n","Aristida basiramea",0.04
"3611",2015,23,"na","AllPesticides","n","Carex sp.",17.95
"3612",2015,23,"na","AllPesticides","n","Cyperus sp.",0.36
"3613",2015,23,"na","AllPesticides","n","Hieracium longipilum",0.12
"3614",2015,23,"na","AllPesticides","n","Koeleria cristata",9.6
"3615",2015,23,"na","AllPesticides","n","Lathyrus venosus",1.25
"3616",2015,23,"na","AllPesticides","n","Lespedeza capitata",0.3
"3617",2015,23,"na","AllPesticides","n","Miscellaneous litter",73.4
"3618",2015,23,"na","AllPesticides","n","Monarda fistulosa",5.55
"3619",2015,23,"na","AllPesticides","n","Panicum oligosanthes",1.6
"3620",2015,23,"na","AllPesticides","n","Poa pratensis",15.75
"3621",2015,23,"na","AllPesticides","n","Rudbeckia serotina",8.15
"3622",2015,23,"na","AllPesticides","n","Rumex acetosella",2.6
